C 128 128 128 512 512 512
S 25 14 48 643 469 619 466
S 25 14 48 619 466 611 455
S 25 14 48 611 455 607 443
S 25 14 48 607 443 604 434
S 25 14 48 604 434 599 433
S 25 14 48 607 443 600 436
S 25 14 48 611 455 605 445
S 25 14 48 611 455 612 447
S 25 14 48 612 447 613 439
S 25 14 48 611 455 604 450
S 25 14 48 604 450 599 450
S 25 14 48 611 455 601 455
S 25 14 48 601 455 597 452
S 25 14 48 619 466 606 456
S 25 14 48 606 456 598 446
S 25 14 48 598 446 593 437
S 25 14 48 593 437 591 431
S 25 14 48 591 431 589 426
S 25 14 48 589 426 587 421
S 25 14 48 589 426 589 423
S 25 14 48 591 431 591 428
S 25 14 48 591 428 591 425
S 25 14 48 593 437 591 429
S 25 14 48 598 446 596 438
S 25 14 48 598 446 594 439
S 25 14 48 606 456 595 459
S 25 14 48 606 456 597 456
S 25 14 48 597 456 590 457
S 25 14 48 597 456 593 453
S 25 14 48 606 456 592 458
S 25 14 48 592 458 585 458
S 25 14 48 606 456 596 453
S 25 14 48 606 456 598 444
S 25 14 48 606 456 606 447
S 25 14 48 606 447 609 443
S 25 14 48 619 466 601 473
S 25 14 48 601 473 590 478
S 25 14 48 590 478 581 478
S 25 14 48 590 478 582 475
S 25 14 48 619 466 606 466
S 25 14 48 606 466 597 459
S 25 14 48 619 466 607 460
S 25 14 48 643 469 615 477
S 25 14 48 615 477 590 468
S 25 14 48 590 468 576 463
S 25 14 48 576 463 564 458
S 25 14 48 564 458 557 449
S 25 14 48 564 458 554 460
S 25 14 48 564 458 560 446
S 25 14 48 576 463 564 463
S 25 14 48 576 463 568 462
S 25 14 48 590 468 578 456
S 25 14 48 578 456 574 442
S 25 14 48 590 468 576 452
S 25 14 48 615 477 603 468
S 25 14 48 615 477 605 496
S 25 14 48 643 469 610 468
S 25 14 48 610 468 589 466
S 25 14 48 643 469 622 459
S 25 14 48 622 459 605 447
S 25 14 48 680 488 675 448
S 25 14 48 675 448 687 430
S 25 14 48 687 430 696 422
S 25 14 48 696 422 696 411
S 25 14 48 696 411 702 407
S 25 14 48 702 407 703 403
S 25 14 48 703 403 703 400
S 25 14 48 703 400 703 398
S 25 14 48 703 398 705 396
S 25 14 48 703 398 701 396
S 25 14 48 703 403 706 400
S 25 14 48 703 403 704 400
S 25 14 48 703 403 704 401
S 25 14 48 702 407 707 405
S 25 14 48 702 407 706 408
S 25 14 48 702 407 706 404
S 25 14 48 702 407 703 401
S 25 14 48 696 411 697 404
S 25 14 48 697 404 701 399
S 25 14 48 701 399 705 399
S 25 14 48 701 399 705 397
S 25 14 48 697 404 703 399
S 25 14 48 696 411 698 404
S 25 14 48 696 411 692 406
S 25 14 48 692 406 692 401
S 25 14 48 696 411 699 404
S 25 14 48 696 411 696 401
S 25 14 48 696 411 692 404
S 25 14 48 696 422 704 421
S 25 14 48 704 421 709 418
S 25 14 48 704 421 708 425
S 25 14 48 696 422 704 420
S 25 14 48 687 430 693 417
S 25 14 48 693 417 695 408
S 25 14 48 680 488 680 463
S 25 14 48 680 463 674 447
S 25 14 48 680 488 677 462
S 25 14 48 677 462 689 444
S 25 14 48 689 444 704 439
S 25 14 48 704 439 714 446
S 25 14 48 689 444 695 430
S 25 14 48 695 430 695 417
S 25 14 48 680 488 663 465
S 25 14 48 663 465 663 448
S 25 14 48 663 465 644 458
S 25 14 48 680 488 656 483
S 25 14 48 656 483 644 483
S 25 14 48 680 488 665 457
S 25 14 48 697 531 659 501
S 25 14 48 659 501 634 509
S 25 14 48 634 509 626 521
S 25 14 48 626 521 619 521
S 25 14 48 619 521 615 524
S 25 14 48 615 524 611 526
S 25 14 48 611 526 609 529
S 25 14 48 609 529 607 529
S 25 14 48 611 526 607 525
S 25 14 48 611 526 608 527
S 25 14 48 608 527 606 526
S 25 14 48 619 521 617 525
S 25 14 48 617 525 617 527
S 25 14 48 617 527 619 528
S 25 14 48 617 525 614 526
S 25 14 48 619 521 614 518
S 25 14 48 626 521 616 525
S 25 14 48 634 509 627 530
S 25 14 48 627 530 620 546
S 25 14 48 627 530 620 544
S 25 14 48 627 530 627 547
S 25 14 48 627 530 624 541
S 25 14 48 627 530 627 547
S 25 14 48 634 509 616 500
S 25 14 48 634 509 613 505
S 25 14 48 613 505 599 515
S 25 14 48 599 515 597 525
S 25 14 48 613 505 596 495
S 25 14 48 659 501 637 480
S 25 14 48 637 480 637 458
S 25 14 48 637 458 648 449
S 25 14 48 648 449 650 442
S 25 14 48 648 449 651 441
S 25 14 48 648 449 657 446
S 25 14 48 637 458 639 440
S 25 14 48 637 480 625 470
S 25 14 48 625 470 619 461
S 25 14 48 619 461 613 454
S 25 14 48 613 454 611 447
S 25 14 48 613 454 608 450
S 25 14 48 659 501 624 481
S 25 14 48 624 481 620 458
S 25 14 48 697 531 657 527
S 25 14 48 657 527 636 553
S 25 14 48 697 531 678 502
S 25 14 48 678 502 658 488
S 25 14 48 697 531 702 490
S 25 14 48 697 531 659 527
S 25 14 48 725 581 708 526
S 25 14 48 708 526 736 490
S 25 14 48 736 490 754 475
S 25 14 48 754 475 775 477
S 25 14 48 775 477 788 470
S 25 14 48 788 470 790 461
S 25 14 48 775 477 793 469
S 25 14 48 754 475 760 459
S 25 14 48 736 490 744 458
S 25 14 48 744 458 767 446
S 25 14 48 767 446 786 447
S 25 14 48 786 447 803 442
S 25 14 48 803 442 812 440
S 25 14 48 812 440 816 435
S 25 14 48 812 440 817 442
S 25 14 48 812 440 818 436
S 25 14 48 803 442 807 431
S 25 14 48 807 431 805 425
S 25 14 48 807 431 805 424
S 25 14 48 767 446 781 448
S 25 14 48 781 448 793 448
S 25 14 48 793 448 800 440
S 25 14 48 800 440 804 437
S 25 14 48 804 437 806 435
S 25 14 48 800 440 800 434
S 25 14 48 793 448 800 444
S 25 14 48 793 448 800 441
S 25 14 48 781 448 790 443
S 25 14 48 781 448 788 451
S 25 14 48 767 446 780 442
S 25 14 48 780 442 782 434
S 25 14 48 782 434 783 429
S 25 14 48 783 429 787 427
S 25 14 48 782 434 788 430
S 25 14 48 780 442 785 436
S 25 14 48 785 436 785 431
S 25 14 48 785 431 785 427
S 25 14 48 780 442 790 438
S 25 14 48 780 442 784 433
S 25 14 48 780 442 789 448
S 25 14 48 767 446 776 434
S 25 14 48 767 446 786 456
S 25 14 48 786 456 799 463
S 25 14 48 799 463 812 458
S 25 14 48 767 446 772 434
S 25 14 48 767 446 782 446
S 25 14 48 744 458 745 428
S 25 14 48 744 458 765 449
S 25 14 48 765 449 772 431
S 25 14 48 772 431 780 420
S 25 14 48 780 420 790 420
S 25 14 48 772 431 768 417
S 25 14 48 772 431 770 415
S 25 14 48 744 458 737 435
S 25 14 48 737 435 720 430
S 25 14 48 720 430 711 422
S 25 14 48 744 458 768 444
S 25 14 48 744 458 738 440
S 25 14 48 736 490 767 469
S 25 14 48 736 490 755 470
S 25 14 48 755 470 773 466
S 25 14 48 773 466 786 460
S 25 14 48 786 460 795 457
S 25 14 48 755 470 778 462
S 25 14 48 778 462 783 441
S 25 14 48 783 441 787 422
S 25 14 48 755 470 769 470
S 25 14 48 755 470 773 469
S 25 14 48 755 470 754 449
S 25 14 48 736 490 752 458
S 25 14 48 752 458 764 439
S 25 14 48 708 526 680 512
S 25 14 48 680 512 659 512
S 25 14 48 659 512 648 511
S 25 14 48 648 511 640 513
S 25 14 48 640 513 634 509
S 25 14 48 634 509 634 503
S 25 14 48 640 513 635 514
S 25 14 48 648 511 644 506
S 25 14 48 644 506 640 506
S 25 14 48 659 512 644 509
S 25 14 48 644 509 632 511
S 25 14 48 644 509 636 508
S 25 14 48 636 508 633 511
S 25 14 48 659 512 648 497
S 25 14 48 648 497 639 487
S 25 14 48 639 487 629 487
S 25 14 48 629 487 626 482
S 25 14 48 639 487 639 480
S 25 14 48 648 497 646 486
S 25 14 48 648 497 637 497
S 25 14 48 648 497 642 484
S 25 14 48 642 484 642 475
S 25 14 48 659 512 647 509
S 25 14 48 647 509 641 508
S 25 14 48 641 508 638 508
S 25 14 48 641 508 638 508
S 25 14 48 647 509 643 504
S 25 14 48 647 509 637 515
S 25 14 48 637 515 637 524
S 25 14 48 637 524 636 531
S 25 14 48 659 512 643 516
S 25 14 48 643 516 636 525
S 25 14 48 636 525 629 529
S 25 14 48 629 529 629 533
S 25 14 48 636 525 630 526
S 25 14 48 659 512 648 523
S 25 14 48 648 523 636 528
S 25 14 48 636 528 626 528
S 25 14 48 659 512 641 507
S 25 14 48 659 512 647 502
S 25 14 48 647 502 637 503
S 25 14 48 637 503 631 505
S 25 14 48 680 512 659 524
S 25 14 48 659 524 643 531
S 25 14 48 659 524 657 541
S 25 14 48 657 541 647 551
S 25 14 48 647 551 639 553
S 25 14 48 639 553 635 556
S 25 14 48 635 556 630 558
S 25 14 48 630 558 626 557
S 25 14 48 626 557 623 555
S 25 14 48 639 553 633 555
S 25 14 48 633 555 628 555
S 25 14 48 647 551 638 561
S 25 14 48 638 561 633 571
S 25 14 48 633 571 628 580
S 25 14 48 638 561 638 571
S 25 14 48 657 541 667 550
S 25 14 48 667 550 669 560
S 25 14 48 669 560 669 568
S 25 14 48 669 568 671 572
S 25 14 48 671 572 673 572
S 25 14 48 671 572 672 575
S 25 14 48 671 572 674 574
S 25 14 48 669 568 673 570
S 25 14 48 669 560 669 566
S 25 14 48 669 566 668 570
S 25 14 48 669 566 669 571
S 25 14 48 669 571 671 575
S 25 14 48 671 575 671 579
S 25 14 48 671 575 672 578
S 25 14 48 672 578 674 579
S 25 14 48 669 571 668 576
S 25 14 48 669 566 668 570
S 25 14 48 668 570 664 571
S 25 14 48 664 571 662 572
S 25 14 48 668 570 666 571
S 25 14 48 669 566 669 570
S 25 14 48 669 570 670 572
S 25 14 48 669 570 669 574
S 25 14 48 669 560 666 569
S 25 14 48 669 560 674 563
S 25 14 48 674 563 677 564
S 25 14 48 674 563 677 563
S 25 14 48 677 563 679 564
S 25 14 48 677 563 679 563
S 25 14 48 679 563 681 563
S 25 14 48 679 563 680 564
S 25 14 48 677 563 679 564
S 25 14 48 674 563 677 564
S 25 14 48 677 564 679 564
S 25 14 48 669 560 669 568
S 25 14 48 669 568 672 572
S 25 14 48 669 560 670 566
S 25 14 48 667 550 669 559
S 25 14 48 669 559 665 565
S 25 14 48 665 565 666 570
S 25 14 48 666 570 669 571
S 25 14 48 669 559 667 565
S 25 14 48 667 565 665 570
S 25 14 48 665 570 665 573
S 25 14 48 667 565 664 568
S 25 14 48 669 559 665 564
S 25 14 48 669 559 675 562
S 25 14 48 675 562 680 564
S 25 14 48 667 550 675 556
S 25 14 48 675 556 680 557
S 25 14 48 680 557 684 558
S 25 14 48 684 558 686 557
S 25 14 48 686 557 687 556
S 25 14 48 686 557 688 556
S 25 14 48 688 556 690 554
S 25 14 48 688 556 690 555
S 25 14 48 686 557 686 556
S 25 14 48 684 558 687 556
S 25 14 48 680 557 683 557
S 25 14 48 675 556 684 558
S 25 14 48 684 558 689 561
S 25 14 48 675 556 681 563
S 25 14 48 681 563 684 570
S 25 14 48 667 550 666 561
S 25 14 48 666 561 662 566
S 25 14 48 667 550 676 557
S 25 14 48 676 557 682 557
S 25 14 48 657 541 651 552
S 25 14 48 651 552 649 561
S 25 14 48 649 561 649 568
S 25 14 48 649 561 651 569
S 25 14 48 649 561 647 567
S 25 14 48 651 552 647 561
S 25 14 48 647 561 649 566
S 25 14 48 647 561 648 566
S 25 14 48 648 566 647 569
S 25 14 48 647 569 646 571
S 25 14 48 648 566 650 570
S 25 14 48 650 570 650 573
S 25 14 48 647 561 643 567
S 25 14 48 643 567 644 572
S 25 14 48 644 572 647 575
S 25 14 48 643 567 637 568
S 25 14 48 651 552 647 557
S 25 14 48 647 557 644 557
S 25 14 48 644 557 642 557
S 25 14 48 644 557 642 559
S 25 14 48 642 559 642 561
S 25 14 48 642 561 642 562
S 25 14 48 651 552 651 559
S 25 14 48 651 552 642 553
S 25 14 48 651 552 645 560
S 25 14 48 657 541 648 547
S 25 14 48 657 541 655 555
S 25 14 48 657 541 649 548
S 25 14 48 659 524 647 530
S 25 14 48 647 530 638 527
S 25 14 48 638 527 632 522
S 25 14 48 638 527 633 523
S 25 14 48 638 527 632 523
S 25 14 48 632 523 629 519
S 25 14 48 629 519 625 518
S 25 14 48 632 523 627 523
S 25 14 48 627 523 623 522
S 25 14 48 632 523 626 520
S 25 14 48 638 527 631 525
S 25 14 48 638 527 630 527
S 25 14 48 647 530 638 527
S 25 14 48 659 524 649 540
S 25 14 48 649 540 638 546
S 25 14 48 659 524 644 525
S 25 14 48 659 524 643 533
S 25 14 48 680 512 661 512
S 25 14 48 708 526 689 500
S 25 14 48 689 500 669 497
S 25 14 48 669 497 658 491
S 25 14 48 658 491 657 482
S 25 14 48 669 497 660 486
S 25 14 48 669 497 657 494
S 25 14 48 657 494 648 499
S 25 14 48 689 500 670 498
S 25 14 48 670 498 659 488
S 25 14 48 689 500 662 491
S 25 14 48 708 526 687 502
S 25 14 48 687 502 675 479
S 25 14 48 675 479 659 469
S 25 14 48 659 469 657 452
S 25 14 48 657 452 647 447
S 25 14 48 659 469 651 459
S 25 14 48 659 469 648 469
S 25 14 48 675 479 670 467
S 25 14 48 670 467 670 460
S 25 14 48 670 467 670 460
S 25 14 48 687 502 674 490
S 25 14 48 674 490 662 489
S 25 14 48 662 489 655 498
S 25 14 48 674 490 659 493
S 25 14 48 659 493 651 501
S 25 14 48 687 502 686 475
S 25 14 48 686 475 681 455
S 25 14 48 681 455 684 445
S 25 14 48 684 445 681 437
S 25 14 48 684 445 689 438
S 25 14 48 689 438 694 436
S 25 14 48 694 436 697 435
S 25 14 48 697 435 699 434
S 25 14 48 694 436 699 435
S 25 14 48 681 455 677 441
S 25 14 48 686 475 676 455
S 25 14 48 686 475 694 463
S 25 14 48 687 502 666 491
S 25 14 48 666 491 663 479
S 25 14 48 663 479 655 473
S 25 14 48 655 473 646 473
S 25 14 48 663 479 663 471
S 25 14 48 687 502 671 494
S 25 14 48 687 502 693 474
S 25 14 48 687 502 690 476
S 25 14 48 690 476 701 456
S 25 14 48 701 456 701 437
S 25 14 48 708 526 688 502
S 25 14 48 688 502 671 503
S 25 14 48 671 503 660 500
S 25 14 48 725 581 703 545
S 25 14 48 703 545 706 509
S 25 14 48 706 509 730 496
S 25 14 48 730 496 748 487
S 25 14 48 748 487 756 477
S 25 14 48 756 477 765 477
S 25 14 48 765 477 772 474
S 25 14 48 748 487 754 471
S 25 14 48 748 487 762 486
S 25 14 48 748 487 756 475
S 25 14 48 756 475 763 470
S 25 14 48 763 470 768 464
S 25 14 48 730 496 752 501
S 25 14 48 752 501 769 510
S 25 14 48 769 510 776 526
S 25 14 48 776 526 784 536
S 25 14 48 784 536 791 540
S 25 14 48 776 526 785 538
S 25 14 48 785 538 792 545
S 25 14 48 769 510 778 505
S 25 14 48 752 501 771 505
S 25 14 48 730 496 741 480
S 25 14 48 741 480 750 470
S 25 14 48 750 470 751 461
S 25 14 48 750 470 758 466
S 25 14 48 758 466 759 461
S 25 14 48 750 470 757 468
S 25 14 48 750 470 750 459
S 25 14 48 741 480 745 468
S 25 14 48 745 468 742 462
S 25 14 48 742 462 743 457
S 25 14 48 743 457 745 455
S 25 14 48 745 455 747 455
S 25 14 48 742 462 738 461
S 25 14 48 745 468 749 463
S 25 14 48 741 480 739 464
S 25 14 48 739 464 746 454
S 25 14 48 746 454 743 446
S 25 14 48 746 454 748 448
S 25 14 48 748 448 749 443
S 25 14 48 746 454 754 451
S 25 14 48 754 451 757 448
S 25 14 48 746 454 754 451
S 25 14 48 741 480 755 470
S 25 14 48 755 470 756 460
S 25 14 48 730 496 743 485
S 25 14 48 743 485 758 487
S 25 14 48 758 487 770 486
S 25 14 48 770 486 776 486
S 25 14 48 776 486 782 486
S 25 14 48 782 486 785 481
S 25 14 48 785 481 789 481
S 25 14 48 776 486 781 488
S 25 14 48 781 488 781 491
S 25 14 48 781 491 781 493
S 25 14 48 770 486 776 480
S 25 14 48 770 486 777 480
S 25 14 48 777 480 781 473
S 25 14 48 781 473 786 473
S 25 14 48 786 473 789 473
S 25 14 48 758 487 768 491
S 25 14 48 768 491 769 500
S 25 14 48 743 485 751 476
S 25 14 48 743 485 750 479
S 25 14 48 750 479 755 480
S 25 14 48 755 480 760 482
S 25 14 48 760 482 763 481
S 25 14 48 755 480 758 485
S 25 14 48 730 496 732 480
S 25 14 48 732 480 721 469
S 25 14 48 721 469 722 458
S 25 14 48 722 458 720 449
S 25 14 48 720 449 720 444
S 25 14 48 721 469 707 464
S 25 14 48 732 480 731 467
S 25 14 48 731 467 739 460
S 25 14 48 732 480 732 470
S 25 14 48 732 470 733 462
S 25 14 48 733 462 733 457
S 25 14 48 730 496 744 485
S 25 14 48 730 496 748 499
S 25 14 48 706 509 702 480
S 25 14 48 702 480 690 470
S 25 14 48 690 470 681 464
S 25 14 48 681 464 675 457
S 25 14 48 702 480 708 454
S 25 14 48 708 454 703 441
S 25 14 48 703 441 697 433
S 25 14 48 708 454 730 444
S 25 14 48 730 444 741 428
S 25 14 48 741 428 757 421
S 25 14 48 730 444 734 430
S 25 14 48 708 454 713 439
S 25 14 48 702 480 714 468
S 25 14 48 714 468 718 456
S 25 14 48 714 468 714 455
S 25 14 48 702 480 718 464
S 25 14 48 706 509 713 488
S 25 14 48 713 488 719 472
S 25 14 48 713 488 725 481
S 25 14 48 725 481 731 471
S 25 14 48 725 481 728 472
S 25 14 48 725 481 732 479
S 25 14 48 713 488 721 479
S 25 14 48 706 509 717 491
S 25 14 48 717 491 714 476
S 25 14 48 703 545 670 540
S 25 14 48 670 540 643 550
S 25 14 48 643 550 634 567
S 25 14 48 634 567 625 577
S 25 14 48 625 577 624 584
S 25 14 48 624 584 624 588
S 25 14 48 625 577 614 577
S 25 14 48 614 577 607 572
S 25 14 48 607 572 600 570
S 25 14 48 614 577 607 574
S 25 14 48 634 567 640 579
S 25 14 48 640 579 652 581
S 25 14 48 652 581 663 580
S 25 14 48 670 540 647 556
S 25 14 48 647 556 633 556
S 25 14 48 633 556 625 565
S 25 14 48 625 565 625 574
S 25 14 48 625 574 620 581
S 25 14 48 620 581 616 585
S 25 14 48 633 556 623 558
S 25 14 48 623 558 615 561
S 25 14 48 633 556 624 551
S 25 14 48 670 540 647 557
S 25 14 48 670 540 656 555
S 25 14 48 656 555 650 569
S 25 14 48 650 569 650 579
S 25 14 48 656 555 642 560
S 25 14 48 703 545 668 530
S 25 14 48 668 530 646 537
S 25 14 48 668 530 647 503
S 25 14 48 647 503 616 501
S 25 14 48 616 501 600 501
S 25 14 48 668 530 661 511
S 25 14 48 661 511 648 502
S 25 14 48 661 511 650 505
S 25 14 48 668 530 649 523
S 25 14 48 649 523 634 516
S 25 14 48 649 523 639 523
S 25 14 48 703 545 694 522
S 25 14 48 694 522 694 505
S 25 14 48 694 505 686 495
S 25 14 48 686 495 682 489
S 25 14 48 694 505 704 495
S 25 14 48 704 495 707 487
S 25 14 48 707 487 714 483
S 25 14 48 694 505 705 495
S 25 14 48 703 545 711 519
S 25 14 48 711 519 705 498
S 25 14 48 711 519 726 508
S 25 14 48 725 581 779 547
S 25 14 48 779 547 807 515
S 25 14 48 807 515 839 503
S 25 14 48 839 503 853 513
S 25 14 48 853 513 854 524
S 25 14 48 839 503 863 518
S 25 14 48 807 515 835 492
S 25 14 48 835 492 849 466
S 25 14 48 835 492 843 471
S 25 14 48 843 471 840 459
S 25 14 48 840 459 833 453
S 25 14 48 843 471 859 463
S 25 14 48 835 492 856 480
S 25 14 48 856 480 858 459
S 25 14 48 858 459 861 442
S 25 14 48 861 442 857 428
S 25 14 48 835 492 834 468
S 25 14 48 807 515 819 482
S 25 14 48 779 547 804 525
S 25 14 48 804 525 827 525
S 25 14 48 804 525 825 517
S 25 14 48 779 547 828 568
S 25 14 48 779 547 805 501
S 25 14 48 779 547 810 519
S 25 14 48 779 547 819 554
S 25 14 48 725 581 731 520
S 25 14 48 731 520 700 493
S 25 14 48 700 493 667 500
S 25 14 48 667 500 643 501
S 25 14 48 643 501 629 513
S 25 14 48 629 513 619 516
S 25 14 48 619 516 615 522
S 25 14 48 667 500 659 519
S 25 14 48 659 519 647 530
S 25 14 48 647 530 640 538
S 25 14 48 647 530 634 534
S 25 14 48 659 519 651 527
S 25 14 48 659 519 658 529
S 25 14 48 667 500 646 488
S 25 14 48 667 500 643 486
S 25 14 48 700 493 676 475
S 25 14 48 676 475 655 469
S 25 14 48 655 469 642 457
S 25 14 48 642 457 637 446
S 25 14 48 642 457 633 453
S 25 14 48 655 469 646 458
S 25 14 48 646 458 633 458
S 25 14 48 646 458 640 453
S 25 14 48 676 475 656 465
S 25 14 48 656 465 646 448
S 25 14 48 646 448 638 435
S 25 14 48 676 475 666 460
S 25 14 48 676 475 662 469
S 25 14 48 700 493 686 477
S 25 14 48 686 477 675 466
S 25 14 48 675 466 675 456
S 25 14 48 686 477 687 466
S 25 14 48 700 493 670 486
S 25 14 48 731 520 717 478
S 25 14 48 717 478 718 442
S 25 14 48 718 442 727 422
S 25 14 48 717 478 695 466
S 25 14 48 731 520 698 478
S 25 14 48 731 520 749 484
S 25 14 48 725 581 778 537
S 25 14 48 778 537 774 498
S 25 14 48 774 498 796 480
S 25 14 48 796 480 818 467
S 25 14 48 818 467 830 455
S 25 14 48 796 480 796 461
S 25 14 48 774 498 755 478
S 25 14 48 755 478 732 478
S 25 14 48 774 498 754 484
S 25 14 48 778 537 786 494
S 25 14 48 786 494 790 465
S 25 14 48 790 465 801 450
S 25 14 48 786 494 798 473
S 25 14 48 725 581 691 517
S 25 14 48 691 517 674 466
S 25 14 48 725 581 772 547
S 25 14 48 772 547 794 521
S 25 14 48 794 521 818 519
S 25 14 48 772 547 805 513
S 25 14 48 725 581 725 528
S 25 14 48 725 528 758 502
S 25 14 48 758 502 757 474
S 25 14 48 757 474 766 452
S 25 14 48 766 452 777 447
S 25 14 48 766 452 755 433
S 25 14 48 757 474 773 460
S 25 14 48 758 502 785 507
S 25 14 48 758 502 793 511
S 25 14 48 793 511 812 508
S 25 14 48 793 511 809 503
S 25 14 48 793 511 813 513
S 25 14 48 793 511 819 522
S 25 14 48 725 581 784 539
S 25 14 48 725 581 761 540
S 25 14 48 695 657 676 744
S 25 14 48 676 744 635 792
S 25 14 48 635 792 644 841
S 25 14 48 644 841 666 859
S 25 14 48 666 859 666 877
S 25 14 48 666 877 659 887
S 25 14 48 666 877 664 893
S 25 14 48 666 859 672 878
S 25 14 48 672 878 674 892
S 25 14 48 672 878 670 892
S 25 14 48 670 892 677 899
S 25 14 48 677 899 683 904
S 25 14 48 670 892 667 899
S 25 14 48 644 841 627 873
S 25 14 48 627 873 630 891
S 25 14 48 630 891 623 899
S 25 14 48 623 899 623 904
S 25 14 48 627 873 606 879
S 25 14 48 606 879 592 872
S 25 14 48 592 872 584 869
S 25 14 48 592 872 579 872
S 25 14 48 579 872 569 870
S 25 14 48 592 872 579 868
S 25 14 48 606 879 590 885
S 25 14 48 590 885 579 879
S 25 14 48 579 879 579 872
S 25 14 48 579 879 569 879
S 25 14 48 569 879 560 879
S 25 14 48 569 879 560 875
S 25 14 48 579 879 571 880
S 25 14 48 571 880 568 877
S 25 14 48 568 877 564 877
S 25 14 48 564 877 562 877
S 25 14 48 564 877 561 875
S 25 14 48 561 875 560 873
S 25 14 48 568 877 566 873
S 25 14 48 568 877 567 875
S 25 14 48 571 880 567 880
S 25 14 48 579 879 571 878
S 25 14 48 571 878 566 882
S 25 14 48 590 885 582 880
S 25 14 48 582 880 579 872
S 25 14 48 579 872 576 867
S 25 14 48 576 867 573 866
S 25 14 48 573 866 570 866
S 25 14 48 573 866 571 866
S 25 14 48 576 867 571 864
S 25 14 48 571 864 571 861
S 25 14 48 571 861 571 859
S 25 14 48 571 859 570 857
S 25 14 48 570 857 568 856
S 25 14 48 571 864 570 860
S 25 14 48 571 864 571 861
S 25 14 48 571 861 569 859
S 25 14 48 576 867 577 863
S 25 14 48 577 863 579 860
S 25 14 48 579 860 579 858
S 25 14 48 579 860 578 858
S 25 14 48 579 860 579 858
S 25 14 48 576 867 570 867
S 25 14 48 570 867 567 864
S 25 14 48 567 864 566 861
S 25 14 48 576 867 574 864
S 25 14 48 576 867 573 867
S 25 14 48 576 867 571 867
S 25 14 48 579 872 581 868
S 25 14 48 581 868 583 867
S 25 14 48 581 868 583 866
S 25 14 48 583 866 584 866
S 25 14 48 584 866 585 866
S 25 14 48 585 866 586 866
S 25 14 48 581 868 584 866
S 25 14 48 584 866 586 864
S 25 14 48 584 866 584 864
S 25 14 48 579 872 580 867
S 25 14 48 580 867 580 863
S 25 14 48 580 863 580 860
S 25 14 48 580 863 582 860
S 25 14 48 582 860 584 860
S 25 14 48 580 867 579 862
S 25 14 48 579 872 581 866
S 25 14 48 582 880 577 881
S 25 14 48 577 881 573 880
S 25 14 48 573 880 572 878
S 25 14 48 572 878 573 876
S 25 14 48 573 876 575 875
S 25 14 48 573 880 570 880
S 25 14 48 577 881 573 880
S 25 14 48 573 880 569 880
S 25 14 48 569 880 565 880
S 25 14 48 569 880 565 882
S 25 14 48 573 880 570 878
S 25 14 48 570 878 567 878
S 25 14 48 567 878 565 878
S 25 14 48 570 878 568 878
S 25 14 48 577 881 573 883
S 25 14 48 573 883 570 886
S 25 14 48 570 886 569 889
S 25 14 48 570 886 570 889
S 25 14 48 570 889 570 891
S 25 14 48 570 886 568 889
S 25 14 48 573 883 570 884
S 25 14 48 570 884 570 886
S 25 14 48 573 883 570 884
S 25 14 48 570 884 569 887
S 25 14 48 577 881 574 879
S 25 14 48 574 879 574 877
S 25 14 48 574 877 573 875
S 25 14 48 573 875 571 873
S 25 14 48 573 875 573 874
S 25 14 48 574 877 573 875
S 25 14 48 573 875 573 873
S 25 14 48 573 873 575 872
S 25 14 48 577 881 574 879
S 25 14 48 577 881 574 878
S 25 14 48 582 880 577 879
S 25 14 48 582 880 577 873
S 25 14 48 577 873 574 870
S 25 14 48 574 870 574 867
S 25 14 48 577 873 571 872
S 25 14 48 571 872 568 875
S 25 14 48 568 875 566 879
S 25 14 48 566 879 564 880
S 25 14 48 564 880 564 882
S 25 14 48 564 882 563 884
S 25 14 48 571 872 567 873
S 25 14 48 567 873 564 874
S 25 14 48 571 872 567 869
S 25 14 48 567 869 567 865
S 25 14 48 577 873 570 872
S 25 14 48 582 880 576 876
S 25 14 48 576 876 576 872
S 25 14 48 590 885 578 880
S 25 14 48 578 880 573 872
S 25 14 48 573 872 573 865
S 25 14 48 573 865 573 860
S 25 14 48 573 860 573 857
S 25 14 48 573 865 574 861
S 25 14 48 574 861 578 859
S 25 14 48 574 861 577 859
S 25 14 48 573 865 573 861
S 25 14 48 573 865 570 861
S 25 14 48 573 865 575 861
S 25 14 48 575 861 575 859
S 25 14 48 573 872 573 865
S 25 14 48 573 865 576 862
S 25 14 48 573 865 568 861
S 25 14 48 573 865 567 862
S 25 14 48 573 872 573 864
S 25 14 48 590 885 587 897
S 25 14 48 587 897 582 904
S 25 14 48 582 904 579 908
S 25 14 48 582 904 580 910
S 25 14 48 580 910 582 913
S 25 14 48 582 913 582 915
S 25 14 48 582 915 580 916
S 25 14 48 587 897 583 903
S 25 14 48 590 885 586 897
S 25 14 48 586 897 581 907
S 25 14 48 581 907 580 913
S 25 14 48 581 907 577 915
S 25 14 48 606 879 601 891
S 25 14 48 601 891 592 898
S 25 14 48 592 898 584 898
S 25 14 48 606 879 597 892
S 25 14 48 597 892 594 906
S 25 14 48 594 906 594 914
S 25 14 48 594 914 593 920
S 25 14 48 593 920 595 924
S 25 14 48 595 924 595 927
S 25 14 48 595 924 598 926
S 25 14 48 595 924 597 924
S 25 14 48 593 920 596 926
S 25 14 48 596 926 596 931
